gene,Atha_WT-Col-0_sl_FLT_Rep1_G1S1,Atha_WT-Col-0_sl_FLT_Rep2_G1S2,Atha_WT-Col-0_sl_FLT_Rep3_G1S3,Atha_WT-Col-0_sl_GC_Rep1_G2S1,Atha_WT-Col-0_sl_GC_Rep2_G2S2,Atha_WT-Col-0_sl_GC_Rep3_G2S3,Atha_WT-Col-0_sl_LN2_Rep1_n2-1,Atha_WT-Col-0_sl_LN2_Rep2_n2-2,Atha_WT-Col-0_sl_LN2_Rep3_n2-3,Atha_WT-Col-0_sl_RNAlat_Rep1_rl1,Atha_WT-Col-0_sl_RNAlat_Rep2_rl2,Atha_WT-Col-0_sl_RNAlat_Rep3_rl3
AT1G56720,437,363,319,204,406,355,194,232,153,134,158,223
AT1G56730,0,0,0,0,0,0,0,0,0,0,0,0
AT1G56740,0,0,0,0,0,0,0,0,0,0,0,0
AT1G56750,0,0,0,0,0,0,0,0,0,0,0,0
AT1G56760,0,0,0,0,0,0,0,0,0,0,0,0
AT1G56770,0,0,0,0,0,0,0,0,0,0,0,0
AT1G56780,0,0,0,0,0,0,0,0,0,0,0,0
AT1G56790,0,0,0,0,0,0,0,0,0,0,0,0
AT1G56800,0,0,0,0,0,0,0,0,0,0,0,0
AT1G56810,0,0,0,0,0,0,0,0,0,0,0,0
AT1G56820,0,0,0,0,0,0,0,0,0,0,0,0
AT1G56830,0,0,0,0,0,0,0,0,0,0,0,0
AT1G56840,0,0,0,0,0,0,0,0,0,0,0,0
AT1G56850,0,0,0,0,0,0,0,0,0,0,0,0
AT1G56860,0,0,0,0,0,0,0,0,0,0,0,0
AT1G56870,0,0,0,0,0,0,0,0,0,0,0,0
AT1G56880,0,0,0,0,0,0,0,0,0,0,0,0
AT1G56890,0,0,0,0,0,0,0,0,0,0,0,0
AT1G56900,0,0,0,0,0,0,0,0,0,0,0,0
AT1G56910,0,0,0,0,0,0,0,0,0,0,0,0
AT1G56920,0,0,0,0,0,0,0,0,0,0,0,0
AT1G56930,0,0,0,0,0,0,0,0,0,0,0,0
AT1G56940,0,0,0,0,0,0,0,0,0,0,0,0
AT1G56950,0,0,0,0,0,0,0,0,0,0,0,0
AT1G56960,0,0,0,0,0,0,0,0,0,0,0,0
AT1G56970,0,0,0,0,0,0,0,0,0,0,0,0
AT1G56980,0,0,0,0,0,0,0,0,0,0,0,0
AT1G56990,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57000,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57010,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57020,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57030,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57040,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57050,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57060,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57070,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57080,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57090,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57100,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57110,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57120,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57130,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57140,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57150,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57160,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57170,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57180,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57190,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57200,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57210,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57220,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57230,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57240,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57250,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57260,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57270,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57280,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57290,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57300,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57310,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57320,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57330,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57340,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57350,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57360,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57370,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57380,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57390,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57400,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57410,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57420,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57430,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57440,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57450,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57460,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57470,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57480,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57490,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57500,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57510,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57520,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57530,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57540,177,82,89,86,105,146,36,40,36,42,52,59
AT1G57550,0,0,0,1,2,0,0,0,0,0,0,0
AT1G57560,31,21,42,26,45,49,12,18,10,18,28,41
AT1G57565,0,4,2,6,3,2,0,0,1,0,2,0
AT1G57570,48,52,50,52,78,79,33,66,50,26,88,37
AT1G57580,2,3,5,4,3,2,0,0,1,1,0,1
AT1G57590,7,1,7,11,28,23,7,3,2,1,1,6
AT1G57600,193,132,104,58,149,164,93,87,62,73,98,112
AT1G57610,290,156,159,132,221,178,64,87,65,72,117,111
AT1G57613,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57620,619,318,300,188,334,384,161,225,121,121,150,224
AT1G57630,3,4,14,9,21,5,10,2,26,5,163,9
AT1G57650,0,3,3,5,5,2,6,1,6,1,20,1
AT1G57660,4989.8,2067.3,2106.98,2043.06,1931.35,3206.61,784.81,715.94,579.77,639.04,841.22,797.36
AT1G57670,7,0,9,9,7,6,0,2,4,2,6,3
AT1G57680,2457,1620,1654,2021,2559,2838,1291,1422,1098,802,1367,1201
AT1G57690,0,1,0,0,0,0,0,0,0,0,0,1
AT1G57700,317,191,191,169,258,249,120,168,128,91,173,118
AT1G57720,13343,6898,7499,9181,8471,11805,3731,2945,2324,2928,3627,3833
AT1G57730,8,4,6,9,6,3,0,1,1,1,5,1
AT1G57750,4,5,8,15,12,5,0,1,1,1,1,2
AT1G57760,0,0,0,0,0,0,0,0,0,0,0,0
AT1G57765,441,337,264,200,327,374,137,186,178,113,193,206
AT1G57770,152,145,142,87,128,103,49,33,25,44,34,45
AT1G57775,0,0,1,1,0,2,0,0,0,0,1,0
AT1G57777,1,0,3,0,0,2,0,0,0,0,1,0
AT1G57780,0,4,3,2,5,0,0,0,0,0,3,1
AT1G57790,154,41,42,89,48,79,19,27,15,33,32,28
AT1G57800,3,8,12,10,21,13,4,2,1,1,4,17
AT1G57820,830,331,404,449,429,554,167,142,115,181,146,214
AT1G57830,2,2,0,0,1,2,3,1,0,0,1,0
AT1G57835,3,1,7,0,9,8,2,1,1,1,2,4
AT1G57850,1,0,4,2,1,0,0,0,0,0,0,0
AT1G57860,400.2,609.7,674.02,150.94,677.65,556.39,252.19,243.06,157.23,161.96,227.78,274.64
AT1G57870,645,345,386,845,511,1010,188,303,156,190,248,268
AT1G57906,0,2,2,9,5,2,1,0,0,0,5,1
AT1G57943,9,6,9,16,18,9.1,2,3,0,4,7,4
AT1G57980,38,40,34,90,76,89.9,6,20,14,19,39,35
AT1G57990,821,984,903,597,1522,1276,1531,1413,1739,364,3354,689
AT1G58007,3,1,3,0,7,5,3,1,2,4,7,9
AT1G58025,448,271,282,261,344,378,115,140,95,149,197,256
AT1G58030,10883,5752,5591,15321,8234,14400,2731,3367,2529,3310,3978,5118
AT1G58037,7,15,26,27,35,16,11,13,3,11,14,30
AT1G58050,3,2,4,7,7,1,0,0,0,0,1,0
AT1G58055,0,0,0,0,0,0,0,0,0,1,0,1
AT1G58060,620,283,312,376,466,470,200,182,123,179,279,249
AT1G58070,49,40,46,42,99,86,80,131,112,37,88,81
AT1G58080,2223,1508,1679,812,1459,1478,641,674,531,613,813,797
AT1G58090,12,16,11,12,14,7,0,0,0,6,7,7
AT1G58100,1152,863,890,1429,1521,1750,532,611,522,575,873,837
AT1G58110,629,638,648,498,901,862,307,313,251,273,363,420
AT1G58120,6,15,19,26,32,8,2,2,0,4,7,4
AT1G58150,5,21,28,1,19,19,6,2,9,2,5,5
AT1G58160,13,9,7,3,11,11,6,6,5,5,6,6
AT1G58170,50,35,36,25,52,38,8,13,9,27,40,29
AT1G58180,196,178,190,212,499,397,217,262,200,181,460,316
AT1G58190,117,127,181,308,414,484,138,199,169,135,430,201
AT1G58200,484,345,423,419,598,602,180,199,158,198,349,358
AT1G58210,166,121,117,210,150,186,56,55,52,69,82,100
AT1G58215,11,15,21,18,35,21,2,1,1,7,13,22
AT1G58220,768,437,489,717,715,874,299,265,222,270,361,390
AT1G58223,342,193,226,314,354,405,129,114,94,129,156,169
AT1G58225,0,0,0,0,1,0,0,0,0,0,1,2
AT1G58230,1582,907,929,782,1189,1248,661,600,434,487,765,788
AT1G58235,2501,897,895,1986,1146,2079,674,336,292,492,353,680
AT1G58242,0,0,0,0,1,1,0,0,0,0,0,0
AT1G58245,0,0,0,0,0,0,0,0,0,0,0,0
AT1G58248,1,0,0,0,0,0,0,0,0,0,0,1
AT1G58250,2493,1365,1410,1605,1829,2124,873,814,595,745,995,1123
AT1G58260,1,0,9,13,6,1,0,0,1,1,3,1
AT1G58265,0,0,6,1,3,2,0,0,0,0,2,0
AT1G58270,806,3005,2837,201,2537,1445,1037,1466,648,1133,1301,2098
AT1G58280,59,41,42,41,74,69,23,53,20,26,59,67
AT1G58290,1837,1320,1277,1280,1342,1586,477,529,388,469,640,708
AT1G58300,0,2,1,10,7,3,0,2,2,0,0,1
AT1G58310,1,0,5,4,8,1,0,0,0,2,1,1
AT1G58320,21,19,29,60,113,69,13,7,36,16,31,23
AT1G58330,1,2,2,6,6,2,0,2,0,0,0,2
AT1G58340,36,57,66,57,161,119,24,37,11,96,203,216
AT1G58350,953,477,482,405,523,678,302,377,290,206,284,357
AT1G58360,863,491,487,336,670,684,358,445,217,282,506,420
AT1G58370,32,17,35,28,64,66,146,276,263,21,144,63
AT1G58380,787.46,210.93,198.8,386.9,292.69,432.35,137.42,124.49,59.23,122.95,171.65,174.5
AT1G58390,5,15,14,22,25,10,0,0,0,3,5,5
AT1G58400,127,375,420,82,425,246,168,160,126,122,290,261
AT1G58410,204,205,201,238,328,320,126,185,142,100,248,150
AT1G58420,37,51,48,20,39,29,54,29,82,10,147,36
AT1G58430,10,2,4,5,7,5,0,1,0,2,3,2
AT1G58440,713,558,562,372,754,693,509,635,397,369,412,549
AT1G58450,0,0,0,0,0,0,0,0,0,0,0,0
AT1G58460,1,0,1,4,3,1,1,0,2,0,0,0
AT1G58470,138,70,83,105,117,128,42,32,34,54,76,82
AT1G58520,176,175,167,91.5,248,161,91,109,79,106,134.5,385.5
AT1G58525,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5
AT1G58590,14,52,45,9,46,22,8,22,7,9,18,25
AT1G58602,228.6,492.03,552.35,88.15,650.16,353.47,162.11,128.06,148.51,178.36,458.61,261.1
AT1G58643,6,0,12,0,10.5,11.5,0.5,2,2,2,0,2.5
AT1G58684,8.25,0,0,0,20.67,0,8.08,0,0,0,0,0
AT1G58725,0,0,0.04,0,6,0,0,0,0,1.5,0,0
AT1G58766,0,0,0,0,0.02,0,0,0,0,0,0,0
AT1G58807,222.57,413.03,431.08,152.34,461.69,343.8,148.08,108.18,98.75,158.56,350.08,256.08
AT1G58808,0,5,3,1,14,3.04,0,0,0,1,0,0
AT1G58848,288.99,583.56,667.63,161.51,874.51,610.63,263.37,207.66,187.85,301,789.29,400.09
AT1G58936,0,5,0,0,0,0,0,0,0,0,4,0
AT1G58983,547.04,675.07,712.2,218.1,1071.98,731.65,219.43,217.51,71.77,358.05,473.35,321.5
AT1G59030,1,5,25.92,9,0,3,1,1,1,0,4,3
AT1G59077,0,15,9.12,14,1.11,14,0,0,1,0.03,6,2
AT1G59124,222.57,413.03,431.08,152.34,461.69,343.8,148.08,108.18,98.75,158.56,350.08,256.08
AT1G59171,0,0,0,0,0,3.96,0,0,0,0,0,0
AT1G59218,179.27,443.35,384.86,142.67,304.95,156.3,114.35,113.92,43.14,66.52,148.93,106.65
AT1G59312,6,0,12,21,10.5,11.5,0.5,2,2,2,0,2.5
AT1G59359,8.25,0,0,0,20.67,0,8.08,0,0,0,0,0
AT1G59406,0,0,0.04,0,6,0,0,0,0,1.5,0,0
AT1G59453,0,0,8.88,0,39.88,0,0,0,0,4.97,0,0
AT1G59460,0,0,0,0,1,0,0,0,0,0,0,0
AT1G59470,0,1,3,7,2,1,1,0,0,1,2,0
AT1G59500,3,8,2,13,12,6,0,0,0,0,0,1
AT1G59510,41,32,37,35,68,44,20,22,16,22,25,46
AT1G59520,682,274,273,402,348,550,213,243,177,163,222,241
AT1G59530,0,0,0,2,1,0,0,2,0,1,0,1
AT1G59540,185,92,73,93,130,144,32,52,30,50,65,71
AT1G59550,1,1,3,1,3,3,1,0,0,1,0,1
AT1G59560,98,41,48,36,68,57,24,33,14,20,43,36
AT1G59570,0,0,0,0,0,0,0,0,0,0,0,0
AT1G59580,962,621,589,997,925,1372,357,659,416,409,602,700
AT1G59590,138,372,286,130,422,313,307,320,212,148,481,263
AT1G59600,300,150,125,175,190,176,78,63,60,69,113,112
AT1G59610,2616,1579,1624,1637,2340,2267,1349,1318,976,902,1312,1417
AT1G59620,60,52,70,58,91,91,27,50,36,55,77,50
AT1G59630,3,1,6,4,6,5,0,0,0,2,3,5
AT1G59640,243,55,80,91,74,113,52,46,26,43,67,77
AT1G59650,400,396,362,294,587,619,217,335,222,221,351,355
AT1G59660,385,331,476,471,375,468,136,104,110,101,200,170
AT1G59670,5,1,1,14,2,11,4,0,1,1,7,4
AT1G59675,0,0,0,0,0,1,0,0,0,0,0,0
AT1G59680,0,1,0,0,2,1,0,0,0,0,0,0
AT1G59690,0,0,0,0,0,0,0,0,0,0,0,0
AT1G59700,126,82,97,72,99,99,76,49,28,39,117,82
AT1G59710,753,380,402,332,590,662,277,418,283,180,347,270
AT1G59720,191,158,181,113,169,170,72,69,49,53,83,105
AT1G59722,0,0,2,0,0,1,1,0,0,0,0,0
AT1G59723,0,0,0,0,0,0,0,0,0,0,0,0
AT1G59724,0,0,0,0,0,0,0,0,0,0,0,0
AT1G59725,13,16,16,10,46,40,7,13,3,11,4,22
AT1G59730,4,7,9,4,5,5,2,3,2,1,3,7
AT1G59740,119,77,100,78,162,128,28,32,32,86,276,226
AT1G59750,1889,1141,1144,1356,1340,1645,660,597,492,552,720,930
AT1G59760,1209,722,719,774,947,1137,329,310,269,334,457,529
AT1G59780,41,61,54,36,133,88,69,47,39,23,63,46
AT1G59790,0,1,0,1,0,1,0,0,0,2,0,1
AT1G59800,0,0,0,0,0,0,0,0,0,0,0,0
AT1G59810,1,3,3,7,7,6,0,1,0,1,3,0
AT1G59820,1116,517,618,772,790,985,440,444,393,367,822,568
AT1G59830,966,646,556,651,777,968,358,307,278,271,402,426
AT1G59833,0,0,0,0,0,0,0,0,0,0,0,0
AT1G59835,0,0,2,1,1,0,0,0,0,0,0,0
AT1G59840,505,245,272,216,305,352,94,108,69,90,106,173
AT1G59850,105,134,171,90,241,198,83,67,50,69,98,146
AT1G59860,134,107,103,96,55,85,55,25,21,66,200,275
AT1G59865,2,3,5,3,3,4,0,6,10,1,9,6
AT1G59870,13378,12778,12553,14670,19324,21587,10450,13248,18370,6427,41859,10505
AT1G59880,0,0,0,0,0,0,0,0,0,0,0,0
AT1G59885,0,3,1,3,3,1,0,0,0,0,0,1
AT1G59890,1375,656,683,749,792,1033,470,393,317,335,515,501
AT1G59900,3702,2506,2801,4369,3852,5483,1221,1255,951,1223,1461,1784
AT1G59910,1340,1070,1045,1403,1690,1767,799,889,745,678,1777,1111
AT1G59920,0,1,1.28,0,2.7,0,0,0,0,2,1,0
AT1G59930,0,6,11.72,13,7.3,7,0,2,0,0,0,4
AT1G59940,80,66,60,59,93,94,96,111,77,41,61,96
AT1G59950,1,1,0,2,0,0,0,1,1,0,13,1
AT1G59960,322,278,252,436,334,477,77,118,78,95,182,110
AT1G59970,325,320,327,287,415,359,150,255,173,131,178,171
AT1G59980,244,137,163,256,161,249,55,69,33,60,66,91
AT1G59990,759,413,453,279,388,367,189,120,100,124,135,226
AT1G60000,1091,678,690,714,738,870,217,189,139,194,261,283
AT1G60010,1574,1287,1280,2158,1825,2752,475,581,536,435,690,692
AT1G60025,0,0,0,0,0,2,0,0,0,0,0,0
AT1G60030,31,49,38,28,87,77,40,53,44,37,77,66
AT1G60040,1,2,2,7,10,5,0,0,0,0,2,0
AT1G60050,208,127,186,265,293,400,77,143,51,59,40,135
AT1G60060,1459,699,611,707,618,935,425,348,255,193,214,345
AT1G60070,2389,1455,1298,1163,1583,1782,911,1077,709,682,795,1078
AT1G60072,0,0,0,0,0,0,0,0,0,0,0,0
AT1G60073,0,0,0,0,0,0,0,0,0,0,0,0
AT1G60080,150,94,109,92,124,149,52,47,37,53,59,74
AT1G60090,605,283,343,147,181,190,103,50,30,33,36,53
AT1G60095,300,107,74,230,63,228,24,68,38,33,41,47
AT1G60110,18.99,45,62,37,87,59,17,18,23,7,5,16
AT1G60130,21.01,11,17,37,28,38,13,16,14,9,18,18
AT1G60140,2947,2253,2457,4078,3812,5091,1159,1783,1137,1407,1823,2068
AT1G60160,1199,731,796,785,585,928,272,205,137,200,186,321
AT1G60170,1285.95,761,862.89,1206,1170,1508,558,510,393.45,387.42,564,581.75
AT1G60190,852,1050,917,574,1123,907,37,100,53,928,1166,3504
AT1G60200,2136,1222,1447,2458,1937,2416,758,625,583,900,1110,1448
AT1G60220,640,428,464,407,599,581,288,287,244,163,298,351
AT1G60230,450,222,219,135,201,236,89,62,54,78,80,118
AT1G60240,2,1,4,2,0,0,0,0,0,2,0,0
AT1G60250,2,5,2,7,3,4,0,0,0,1,2,1
AT1G60260,19,12,11,4,18,10,6,1,4,3,19,7
AT1G60270,59,17,7,5,6,13,2,6,6,7,9,13
AT1G60280,1,1,5,5,3,0,0,0,0,0,1,0
AT1G60300,0,0,1,1,2,2,1,0,0,0,0,1
AT1G60320,0,0,0,0,1,0,0,0,1,0,0,0
AT1G60340,0,2,1,5,1,3,0,0,0,0,2,0
AT1G60350,0,1,1,6,3,1,0,0,0,2,1,0
AT1G60360,7,5,17,10,30,21,18,15,17,10,32,18
AT1G60370,1,2,2,3,4,7,1,0,0,1,1,0
AT1G60380,0,2,3,2,8,0,0,1,1,1,0,1
AT1G60390,208,193,172,176,371,304,107,173,136,153,152,166
AT1G60400,0,1,2,1,3,2,0,0,0,0,0,0
AT1G60410,1,3,2,3,3,1,0,0,0,1,0,1
AT1G60420,952,672,793,1022,1274,1377,585,645,547,418,716,624
AT1G60430,275,156,128,138,199,221,128,161,105,95,134,149
AT1G60440,1014,485,471,361,543,644,260,279,281,185,422,394
AT1G60450,248,61,42,33,72,57,46,39,27,51,97,83
AT1G60460,61,36,25,24,18,31,9,7,8,6,10,12
AT1G60470,1,3,2,3,1,3,0,0,0,2,3,4
AT1G60490,988,639,643,844,1016,1102,403,497,363,360,550,617
AT1G60500,1,5,7,12,13,7,0,1,2,2,18,2
AT1G60505,56,134,161,48,252,110,88,72,58,97,94,151
AT1G60525,40,73,90,15,132,77,58,54,44,42,48,75
AT1G60530,10,17,19,5,32,22,17,17,7,7,12,18
AT1G60545,190,153,147,115,230,181,110,107,86,91,134,172
AT1G60550,1776,1199,1312,1698,1128,1740,261,255,238,232,261,390
AT1G60560,271,131,108,140,170,186,102,90,72,75,81,102
AT1G60570,0,1,5,8,10,3,1,0,0,1,2,1
AT1G60580,0,0,0,0,0,0,0,0,0,0,0,0
AT1G60590,22,14,23,21,23,5,4,1,2,4,2,5
AT1G60600,412,386,359,176,315,271,180,151,88,77,89,118
AT1G60610,537,420,459,381,617,677,362,321,281,213,408,380
AT1G60620,112,114,116,82,148,144,51,57,36,52,77,107
AT1G60625,0,0,0,0,0,0,0,0,0,0,0,0
AT1G60630,313,226,245,243,125,232,34,64,39,40,32,55
AT1G60640,467,231,298,205,282,345,132,121,88,122,202,209
AT1G60650,269,143,146,213,201,241,109,81,59,87,134,112
AT1G60660,278,154,112,89,138,160,73,86,56,46,57,67
AT1G60670,278,196,205,236,277,318,134,133,108,89,166,169
AT1G60680,535,256,291,1116,954,1517,167,259,267,256,265,362
AT1G60690,158,79,99,88,104,132,52,45,39,42,53,48
AT1G60700,100,78,79,59,83,76,33,26,22,28,41,46
AT1G60710,2045,2074,2193,2298,3229,3389,1208,1465,1031,936,1181,1353
AT1G60720,1,5,13,2,10,8,0,2,1,5,11,3
AT1G60730,789.07,707,892,1227.11,1208,1662.11,1159.01,466,963.94,261,3320,447
AT1G60740,36.04,79,133.11,128.16,175.05,186.07,48.09,58.05,43,37.02,94.07,44.04
AT1G60750,205.93,19,24,295.89,74,287.89,148.99,58,76.06,36,331,40
AT1G60760,2,1,4,5,3,2,0,1,1,1,0,5
AT1G60770,737,367,410,391,434,482,184,168,123,136,149,229
AT1G60780,2012,1269,1122,786,1519,1458,956,1017,645,490,798,905
AT1G60783,1,4,11,5,8,7,0,0,1,1,2,0
AT1G60787,4,25,17,4,25,9,13,11,5,0,4,6
AT1G60790,538,393,373,329,315,369,130,181,125,137,150,241
AT1G60800,1042,682,670,657,914,922,485,431,370,333,411,579
AT1G60810,1182,339,371,518,450,610,302,331,228,204,231,370
AT1G60815,0,0,0,0,0,0,0,0,0,0,0,0
AT1G60820,0,0,0,0,0,0,0,0,0,0,0,0
AT1G60830,2.51,0,3.76,0,5.2,2.68,0,5.39,1.75,0,2.06,3.23
AT1G60840,0,0,0,0,0,0,0,0,0,0,0,0
AT1G60850,252,132,192,145,227,276,87,75,62,85,128,122
AT1G60860,355,141,144,163,198,241,119,152,75,88,125,175
AT1G60870,843,650,644,896,795,1128,199,235,190,257,300,418
AT1G60880,4,2,3,5,2,2,0,0,0,3,0,2
AT1G60890,242,147,183,130,270,252,118,137,71,102,105,159
AT1G60900,1163.49,548,660.24,647,787.8,865.32,457,381.61,321.25,430,640.94,674.77
AT1G60910,0,0,0,0,0,0,0,0,0,0,0,0
AT1G60913,0,1,2,0,0,0,0,0,0,0,0,0
AT1G60920,2,2,8,11,7,3,0,1,0,2,1,1
AT1G60930,78,89,84,52,94,91,50,48,36,35,53,85
AT1G60940,1187,869,1010,1332,1716,1813,648,702,452,569,791,891
AT1G60950,7907,7172,7353,1418,5846,4396,2052,1775,1404,1813,1645,2154
AT1G60960,513,283,333,439,508,643,242,467,296,385,485,646
AT1G60970,26,7,10,11,0,16,8,6,0,5,6,12
AT1G60980,2,1,4,5,3,3,0,3,0,1,3,1
AT1G60983,0,0,1,0,0,0,0,0,0,0,1,1
AT1G60985,1,1,0,0,0,1,0,1,0,2,0,0
AT1G60986,2,1,0,1,2,0,0,0,0,0,0,0
AT1G60987,0,0,2,0,1,1,1,0,0,1,0,0
AT1G60989,358,353,423,536,935,1279,124,360,230,521,662,851
AT1G60990,547,396,372,273,376,424,197,143,137,138,147,218
AT1G60995,740,499,512,426,798,785,303,321,246,236,360,421
AT1G61000,148,86,96,48,105,92,37,40,27,43,42,61
AT1G61010,930,565,558,604,671,821,299,283,237,249,351,410
AT1G61020,0,0,0,0,0,0,0,0,0,0,0,0
AT1G61030,386,207,256,332,373,441,189,187,123,142,239,230
AT1G61040,1028,636,643,1047,945,1169,401,392,321,360,510,518
AT1G61050,105,137,145,133,188,216,37,138,53,78,51,106
AT1G61060,1,3,1,1,0,2,0,0,0,0,0,3
AT1G61065,59,35,47,47,41,69,11,18,18,23,32,31
AT1G61070,0,0,0,0,1,0,0,0,0,0,0,0
AT1G61080,202,237,309,450,581,602,106,181,86,105,313,183
AT1G61090,0,1,0,1,1,3,0,0,0,0,0,0
AT1G61093,0,0,1,1,0,0,0,0,0,0,0,0
AT1G61095,0,0,1,0,1,1,1,0,0,0,0,0
AT1G61097,0,0,3,2,1,1,0,0,0,0,1,1
AT1G61100,2567,1505,1602,1521,2303,2458,1054,1169,805,757,918,1227
AT1G61105,0,0,1,4,2,0,0,0,0,0,1,0
AT1G61110,0,3,3,0,11,2,1,1,0,0,1,0
AT1G61120,0,0,0,8,1,1,1,0,1,1,132,0
AT1G61130,4,11,13,8,32,12,9,15,8,2,5,4
AT1G61140,834,595,621,553,1007,888,514,488,428,355,819,633
AT1G61150,864,558,568,768,697,909,285,339,218,186,314,353
AT1G61160,2,16,23,15,29,35,5,12,1,13,15,25
AT1G61165,1,0,0,0,1,0,0,0,0,0,0,0
AT1G61170,132,144,144,98,160,170,95,91,73,38,80,83
AT1G61180,310.48,515.57,507.87,191.92,664.29,487.02,268.13,362.89,216.17,262.32,299.54,395.44
AT1G61190,352.11,123.33,140.36,200.27,110.03,182.75,48.63,52.82,41.06,60.75,97.34,71.7
AT1G61200,0,1,0,1,1,1,0,0,0,2,0,0
AT1G61210,923,542,588,514,763,834,402,407,299,287,447,515
AT1G61215,173,175,187,215,230,242,67,69,63,40,148,98
AT1G61224,0,1,0,0,0,3,0,1,0,0,0,3
AT1G61226,0,1,0,1,0,0,0,0,1,1,0,4
AT1G61230,7,2,6,7,2,7,1,5,2,4,5,5
AT1G61240,324,269,217,132,246,257,151,163,100,112,138,172
AT1G61250,1799,1254,1346,2060,2334,2602,973,1274,1054,856,2000,1364
AT1G61255,302,476,510,73,515,316,185,245,230,169,265,279
AT1G61260,561,597,850,631,688,698,182,280,269,140,256,310
AT1G61270,1,3,3,2,6,7,5,8,4,4,3,8
AT1G61275,259,80,109,18,83,159,168,276,84,38,73,45
AT1G61280,78,70,62,20,58,57,16,24,13,16,22,24
AT1G61290,5,2,5,9,14,9,2,2,1,4,3,6
AT1G61300,53.58,7.1,16.25,37.89,16,28.93,4,4.01,4.69,7,5.91,10.09
AT1G61310,345.82,193,186.52,182.91,205.68,223.3,95.24,101.27,73.08,94.93,119.21,135.77
AT1G61320,5,6.87,9,3,7.45,6.13,7,1,1,2.35,2,10.49
AT1G61330,1,1.13,4,2,9.55,7.87,0,3,1,4.65,1,11.51
AT1G61340,80,140,126,172,228,192,88,29,32,134,399,490
AT1G61350,671,421,405,550,412,495,189,203,192,152,214,273
AT1G61360,416,262,303.48,791,650.44,922,332,562,794.16,220.96,1433,310
AT1G61370,290,134,156.52,223,234.56,330,115,184,162.84,101.04,440,198
AT1G61380,279,157,168,138,184,205,106,129,102,82,171,138
AT1G61390,30,15,10,35,24,16,9,4,4,2,12,17
AT1G61400,54.77,36.83,56,63,41,52,19.26,20,13,24,60,37
AT1G61410,19,17,17,17,17,16,7,4,1,8,13,5
AT1G61415,14,5,7,11,14,14,7,8,10,7,22,8
AT1G61420,83,43,54,44,69,69,34,35,53,27,102,52
